machine	backend	problem	m	config	threads	cpuset	repeat	wall_s	mainloop_s	iters	obj	peak_rss_MB	status
mac-m1max	dd	control7	666	upstream1	1	-	1	65.34	65.218930	60	2.0625072243801760e+01	15.6	ok
mac-m1max	dd	control7	666	upstream1	1	-	2	65.79	65.666703	60	2.0625072243801760e+01	15.6	ok
mac-m1max	dd	control7	666	upstream1	1	-	3	66.88	66.753943	60	2.0625072243801760e+01	15.7	ok
mac-m1max	dd	control7	666	upstream8	8	-	1	13.76	13.632982	60	2.0625072243801760e+01	17.2	ok
mac-m1max	dd	control7	666	upstream8	8	-	2	13.74	13.605776	60	2.0625072243801760e+01	17.3	ok
mac-m1max	dd	control7	666	upstream8	8	-	3	13.66	13.529999	60	2.0625072243801760e+01	17.4	ok
mac-m1max	dd	control7	666	optimized1	1	-	1	65.23	65.106719	60	2.0625072243801760e+01	15.7	ok
mac-m1max	dd	control7	666	optimized1	1	-	2	64.49	64.359127	60	2.0625072243801760e+01	15.7	ok
mac-m1max	dd	control7	666	optimized1	1	-	3	64.24	64.121731	60	2.0625072243801760e+01	15.6	ok
mac-m1max	dd	control7	666	optimized8	8	-	1	12.71	12.577278	60	2.0625072243801760e+01	17.4	ok
mac-m1max	dd	control7	666	optimized8	8	-	2	11.89	11.751924	60	2.0625072243801760e+01	17.3	ok
mac-m1max	dd	control7	666	optimized8	8	-	3	11.95	11.820320	60	2.0625072243801760e+01	17.4	ok
mac-m1max	dd	qap9	748	v712	1	-	1	5.63	5.550000	20	-1.4099345258838855e+03	14.2	ok
mac-m1max	dd	qap9	748	v712	1	-	2	5.72	5.590000	20	-1.4099345258838855e+03	14.2	ok
mac-m1max	dd	qap9	748	v712	1	-	3	5.70	5.590000	20	-1.4099345258838855e+03	14.2	ok
mac-m1max	dd	qap9	748	upstream1	1	-	1	5.57	5.535676	19	-1.4099198799866915e+03	14.4	ok
mac-m1max	dd	qap9	748	upstream1	1	-	2	5.59	5.556835	19	-1.4099198799866915e+03	14.5	ok
mac-m1max	dd	qap9	748	upstream1	1	-	3	5.57	5.530606	19	-1.4099198799866915e+03	14.5	ok
mac-m1max	dd	qap9	748	upstream8	8	-	1	2.60	2.563708	21	-1.4099364945169009e+03	16.8	ok
mac-m1max	dd	qap9	748	upstream8	8	-	2	2.37	2.328147	19	-1.4099198868567180e+03	16.6	ok
mac-m1max	dd	qap9	748	upstream8	8	-	3	2.63	2.595132	21	-1.4099350064123516e+03	16.6	ok
mac-m1max	dd	qap9	748	optimized1	1	-	1	5.59	5.556140	19	-1.4099198799866915e+03	14.5	ok
mac-m1max	dd	qap9	748	optimized1	1	-	2	5.56	5.514067	19	-1.4099198799866915e+03	14.5	ok
mac-m1max	dd	qap9	748	optimized1	1	-	3	5.55	5.503278	19	-1.4099198799866915e+03	14.5	ok
mac-m1max	dd	qap9	748	optimized8	8	-	1	1.97	1.938709	19	-1.4099198799866915e+03	16.4	ok
mac-m1max	dd	qap9	748	optimized8	8	-	2	1.96	1.923151	19	-1.4099198799866915e+03	16.4	ok
mac-m1max	dd	qap9	748	optimized8	8	-	3	1.98	1.938884	19	-1.4099198799866915e+03	16.6	ok
mac-m1max	dd	theta3	1106	v712	1	-	1	58.79	58.110000	74	4.2166981488494407e+01	27.6	ok
mac-m1max	dd	theta3	1106	v712	1	-	2	58.81	58.210000	74	4.2166981488494407e+01	27.6	ok
mac-m1max	dd	theta3	1106	v712	1	-	3	59.12	58.280000	74	4.2166981488494407e+01	27.7	ok
mac-m1max	dd	theta3	1106	upstream1	1	-	1	52.51	52.452584	62	4.2166981488494407e+01	27.9	ok
mac-m1max	dd	theta3	1106	upstream1	1	-	2	52.40	52.350111	62	4.2166981488494407e+01	27.7	ok
mac-m1max	dd	theta3	1106	upstream1	1	-	3	52.30	52.253125	62	4.2166981488494407e+01	27.9	ok
mac-m1max	dd	theta3	1106	upstream8	8	-	1	14.50	14.419264	51	4.2166981488494407e+01	29.4	ok
mac-m1max	dd	theta3	1106	upstream8	8	-	2	17.79	17.729596	58	4.2166981488494407e+01	29.5	ok
mac-m1max	dd	theta3	1106	upstream8	8	-	3	16.27	16.124369	58	4.2166981488494407e+01	30.1	ok
mac-m1max	dd	theta3	1106	optimized1	1	-	1	48.47	48.426702	62	4.2166981488494407e+01	27.9	ok
mac-m1max	dd	theta3	1106	optimized1	1	-	2	48.49	48.434389	62	4.2166981488494407e+01	27.9	ok
mac-m1max	dd	theta3	1106	optimized1	1	-	3	48.92	48.872665	62	4.2166981488494407e+01	27.9	ok
mac-m1max	dd	theta3	1106	optimized8	8	-	1	15.58	15.530353	62	4.2166981488494407e+01	29.5	ok
mac-m1max	dd	theta3	1106	optimized8	8	-	2	15.86	15.807561	62	4.2166981488494407e+01	30.1	ok
mac-m1max	dd	theta3	1106	optimized8	8	-	3	15.72	15.667908	62	4.2166981488494407e+01	29.5	ok
mac-m1max	dd	control8	861	v712	1	-	1	123.42	122.150000	60	2.0286360379531459e+01	21.7	ok
mac-m1max	dd	control8	861	v712	1	-	2	122.18	121.220000	60	2.0286360379531459e+01	21.8	ok
mac-m1max	dd	control8	861	v712	1	-	3	121.76	120.860000	60	2.0286360379531459e+01	21.7	ok
mac-m1max	dd	control8	861	upstream1	1	-	1	128.87	128.682368	61	2.0286360379531459e+01	22.0	ok
mac-m1max	dd	control8	861	upstream1	1	-	2	128.84	128.656778	61	2.0286360379531459e+01	22.0	ok
mac-m1max	dd	control8	861	upstream1	1	-	3	129.15	128.966741	61	2.0286360379531459e+01	22.0	ok
mac-m1max	dd	control8	861	upstream8	8	-	1	25.45	25.266433	61	2.0286360379531459e+01	24.6	ok
mac-m1max	dd	control8	861	upstream8	8	-	2	24.05	23.867146	60	2.0286360379531459e+01	24.2	ok
mac-m1max	dd	control8	861	upstream8	8	-	3	24.51	24.322359	61	2.0286360379531459e+01	24.4	ok
mac-m1max	dd	control8	861	optimized1	1	-	1	125.36	125.183922	61	2.0286360379531459e+01	22.0	ok
mac-m1max	dd	control8	861	optimized1	1	-	2	124.65	124.476586	61	2.0286360379531459e+01	22.0	ok
mac-m1max	dd	control8	861	optimized1	1	-	3	124.82	124.641967	61	2.0286360379531459e+01	22.0	ok
mac-m1max	dd	control8	861	optimized8	8	-	1	22.11	21.936160	61	2.0286360379531459e+01	24.4	ok
mac-m1max	dd	control8	861	optimized8	8	-	2	22.15	21.979242	61	2.0286360379531459e+01	24.4	ok
mac-m1max	dd	control8	861	optimized8	8	-	3	22.14	21.957242	61	2.0286360379531459e+01	24.2	ok
